Timestamp,Source MAC,Destination MAC,Packet Length,Source IP,Destination IP,Protocol,Source Port,Destination Port,TTL,Window Size,Checksum
1734254418.935382,9c:9c:1f:0c:88:68,d4:6e:0e:76:ef:10,60,192.168.1.157,128.199.164.18,6.0,1032.0,1883.0,128.0,2048.0,44732.0
1734254419.192659,9c:9c:1f:0c:88:68,d4:6e:0e:76:ef:10,60,192.168.1.157,128.199.164.18,6.0,1032.0,1883.0,128.0,2048.0,28347.0
1734254433.935496,9c:9c:1f:0c:88:68,d4:6e:0e:76:ef:10,60,192.168.1.157,128.199.164.18,6.0,1032.0,1883.0,128.0,2048.0,44728.0
1734254434.193559,9c:9c:1f:0c:88:68,d4:6e:0e:76:ef:10,60,192.168.1.157,128.199.164.18,6.0,1032.0,1883.0,128.0,2048.0,28343.0
1734254439.000505,9c:9c:1f:0c:88:68,d4:6e:0e:76:ef:10,60,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1734254448.940280,9c:9c:1f:0c:88:68,d4:6e:0e:76:ef:10,99,192.168.1.157,128.199.164.18,6.0,1032.0,1883.0,128.0,2048.0,39559.0
1734254449.259152,9c:9c:1f:0c:88:68,d4:6e:0e:76:ef:10,60,192.168.1.157,128.199.164.18,6.0,1032.0,1883.0,128.0,2048.0,28220.0
1734254463.940650,9c:9c:1f:0c:88:68,d4:6e:0e:76:ef:10,60,192.168.1.157,128.199.164.18,6.0,1032.0,1883.0,128.0,2048.0,44593.0
1734254464.198797,9c:9c:1f:0c:88:68,d4:6e:0e:76:ef:10,60,192.168.1.157,128.199.164.18,6.0,1032.0,1883.0,128.0,2048.0,28208.0
1734254478.940442,9c:9c:1f:0c:88:68,d4:6e:0e:76:ef:10,60,192.168.1.157,128.199.164.18,6.0,1032.0,1883.0,128.0,2048.0,44589.0
1734254479.197977,9c:9c:1f:0c:88:68,d4:6e:0e:76:ef:10,60,192.168.1.157,128.199.164.18,6.0,1032.0,1883.0,128.0,2048.0,28204.0
1734254484.040580,9c:9c:1f:0c:88:68,d4:6e:0e:76:ef:10,60,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1734254493.941776,9c:9c:1f:0c:88:68,d4:6e:0e:76:ef:10,60,192.168.1.157,128.199.164.18,6.0,1032.0,1883.0,128.0,2048.0,44585.0
1734254494.203019,9c:9c:1f:0c:88:68,d4:6e:0e:76:ef:10,60,192.168.1.157,128.199.164.18,6.0,1032.0,1883.0,128.0,2048.0,28200.0
1734254508.941820,9c:9c:1f:0c:88:68,d4:6e:0e:76:ef:10,60,192.168.1.157,128.199.164.18,6.0,1032.0,1883.0,128.0,2048.0,44581.0
1734254509.199985,9c:9c:1f:0c:88:68,d4:6e:0e:76:ef:10,60,192.168.1.157,128.199.164.18,6.0,1032.0,1883.0,128.0,2048.0,28196.0
1734254523.941616,9c:9c:1f:0c:88:68,d4:6e:0e:76:ef:10,60,192.168.1.157,128.199.164.18,6.0,1032.0,1883.0,128.0,2048.0,44577.0
1734254524.200482,9c:9c:1f:0c:88:68,d4:6e:0e:76:ef:10,60,192.168.1.157,128.199.164.18,6.0,1032.0,1883.0,128.0,2048.0,28192.0
1734254529.000583,9c:9c:1f:0c:88:68,d4:6e:0e:76:ef:10,60,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1734254538.966972,9c:9c:1f:0c:88:68,d4:6e:0e:76:ef:10,60,192.168.1.157,128.199.164.18,6.0,1032.0,1883.0,128.0,2048.0,44573.0
1734254539.224353,9c:9c:1f:0c:88:68,d4:6e:0e:76:ef:10,60,192.168.1.157,128.199.164.18,6.0,1032.0,1883.0,128.0,2048.0,28188.0
1734254553.947822,9c:9c:1f:0c:88:68,d4:6e:0e:76:ef:10,99,192.168.1.157,128.199.164.18,6.0,1032.0,1883.0,128.0,2048.0,39403.0
1734254554.219379,9c:9c:1f:0c:88:68,d4:6e:0e:76:ef:10,60,192.168.1.157,128.199.164.18,6.0,1032.0,1883.0,128.0,2048.0,28065.0
1734254568.948208,9c:9c:1f:0c:88:68,d4:6e:0e:76:ef:10,60,192.168.1.157,128.199.164.18,6.0,1032.0,1883.0,128.0,2048.0,44438.0
1734254569.205721,9c:9c:1f:0c:88:68,d4:6e:0e:76:ef:10,60,192.168.1.157,128.199.164.18,6.0,1032.0,1883.0,128.0,2048.0,28053.0
1734254574.040480,9c:9c:1f:0c:88:68,d4:6e:0e:76:ef:10,60,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1734254583.948269,9c:9c:1f:0c:88:68,d4:6e:0e:76:ef:10,60,192.168.1.157,128.199.164.18,6.0,1032.0,1883.0,128.0,2048.0,44434.0
1734254584.209514,9c:9c:1f:0c:88:68,d4:6e:0e:76:ef:10,60,192.168.1.157,128.199.164.18,6.0,1032.0,1883.0,128.0,2048.0,28049.0
1734254598.948404,9c:9c:1f:0c:88:68,d4:6e:0e:76:ef:10,60,192.168.1.157,128.199.164.18,6.0,1032.0,1883.0,128.0,2048.0,44430.0
1734254599.209624,9c:9c:1f:0c:88:68,d4:6e:0e:76:ef:10,60,192.168.1.157,128.199.164.18,6.0,1032.0,1883.0,128.0,2048.0,28045.0
1734254613.948563,9c:9c:1f:0c:88:68,d4:6e:0e:76:ef:10,60,192.168.1.157,128.199.164.18,6.0,1032.0,1883.0,128.0,2048.0,44426.0
1734254614.206536,9c:9c:1f:0c:88:68,d4:6e:0e:76:ef:10,60,192.168.1.157,128.199.164.18,6.0,1032.0,1883.0,128.0,2048.0,28041.0
1734254619.080478,9c:9c:1f:0c:88:68,d4:6e:0e:76:ef:10,60,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1734254628.948633,9c:9c:1f:0c:88:68,d4:6e:0e:76:ef:10,60,192.168.1.157,128.199.164.18,6.0,1032.0,1883.0,128.0,2048.0,44422.0
1734254629.206689,9c:9c:1f:0c:88:68,d4:6e:0e:76:ef:10,60,192.168.1.157,128.199.164.18,6.0,1032.0,1883.0,128.0,2048.0,28037.0
1734254643.948731,9c:9c:1f:0c:88:68,d4:6e:0e:76:ef:10,60,192.168.1.157,128.199.164.18,6.0,1032.0,1883.0,128.0,2048.0,44418.0
1734254644.207017,9c:9c:1f:0c:88:68,d4:6e:0e:76:ef:10,60,192.168.1.157,128.199.164.18,6.0,1032.0,1883.0,128.0,2048.0,28033.0
1734254658.956581,9c:9c:1f:0c:88:68,d4:6e:0e:76:ef:10,99,192.168.1.157,128.199.164.18,6.0,1032.0,1883.0,128.0,2048.0,39247.0
1734254659.229377,9c:9c:1f:0c:88:68,d4:6e:0e:76:ef:10,60,192.168.1.157,128.199.164.18,6.0,1032.0,1883.0,128.0,2048.0,27910.0
1734254664.040476,9c:9c:1f:0c:88:68,d4:6e:0e:76:ef:10,60,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1734254673.957010,9c:9c:1f:0c:88:68,d4:6e:0e:76:ef:10,60,192.168.1.157,128.199.164.18,6.0,1032.0,1883.0,128.0,2048.0,44283.0
1734254674.216879,9c:9c:1f:0c:88:68,d4:6e:0e:76:ef:10,60,192.168.1.157,128.199.164.18,6.0,1032.0,1883.0,128.0,2048.0,27898.0
1734254688.970084,9c:9c:1f:0c:88:68,d4:6e:0e:76:ef:10,60,192.168.1.157,128.199.164.18,6.0,1032.0,1883.0,128.0,2048.0,44279.0
